ano,rodada,circuito,pais,piloto,equipe,posicao,pontos,grid,voltas,status
2012,5,Circuit de Barcelona-Catalunya,Spain,Senna,Williams,23,0,17,12,Collision
2012,5,Circuit de Barcelona-Catalunya,Spain,Schumacher,Mercedes,24,0,8,12,Collision
2012,6,Circuit de Monaco,Monaco,Webber,Red Bull,1,25,1,78,Finished
2012,6,Circuit de Monaco,Monaco,Rosberg,Mercedes,2,18,2,78,Finished
2012,6,Circuit de Monaco,Monaco,Alonso,Ferrari,3,15,5,78,Finished
2012,6,Circuit de Monaco,Monaco,Vettel,Red Bull,4,12,9,78,Finished
2012,6,Circuit de Monaco,Monaco,Hamilton,McLaren,5,10,3,78,Finished
2012,6,Circuit de Monaco,Monaco,Massa,Ferrari,6,8,7,78,Finished
2012,6,Circuit de Monaco,Monaco,di Resta,Force India,7,6,14,78,Finished
2012,6,Circuit de Monaco,Monaco,Hülkenberg,Force India,8,4,10,78,Finished
2012,6,Circuit de Monaco,Monaco,Räikkönen,Lotus F1,9,2,8,78,Finished
2012,6,Circuit de Monaco,Monaco,Senna,Williams,10,1,13,78,Finished
2012,6,Circuit de Monaco,Monaco,Pérez,Sauber,11,0,23,77,+1 Lap
2012,6,Circuit de Monaco,Monaco,Vergne,Toro Rosso,12,0,16,77,+1 Lap
2012,6,Circuit de Monaco,Monaco,Kovalainen,Caterham,13,0,17,77,+1 Lap
2012,6,Circuit de Monaco,Monaco,Glock,Marussia,14,0,19,77,+1 Lap
2012,6,Circuit de Monaco,Monaco,Karthikeyan,HRT,15,0,22,76,+2 Laps
2012,6,Circuit de Monaco,Monaco,Button,McLaren,16,0,12,70,Collision
2012,6,Circuit de Monaco,Monaco,Ricciardo,Toro Rosso,17,0,15,65,Retired
2012,6,Circuit de Monaco,Monaco,Pic,Marussia,18,0,21,64,Retired
2012,6,Circuit de Monaco,Monaco,Schumacher,Mercedes,19,0,6,63,Fuel pressure
2012,6,Circuit de Monaco,Monaco,Petrov,Caterham,20,0,18,15,Electrical
2012,6,Circuit de Monaco,Monaco,Kobayashi,Sauber,21,0,11,5,Accident
2012,6,Circuit de Monaco,Monaco,de la Rosa,HRT,22,0,20,0,Accident
2012,6,Circuit de Monaco,Monaco,Maldonado,Williams,23,0,24,0,Accident
2012,6,Circuit de Monaco,Monaco,Grosjean,Lotus F1,24,0,4,0,Accident
2012,7,Circuit Gilles Villeneuve,Canada,Hamilton,McLaren,1,25,2,70,Finished
2012,7,Circuit Gilles Villeneuve,Canada,Grosjean,Lotus F1,2,18,7,70,Finished
2012,7,Circuit Gilles Villeneuve,Canada,Pérez,Sauber,3,15,15,70,Finished
2012,7,Circuit Gilles Villeneuve,Canada,Vettel,Red Bull,4,12,1,70,Finished
2012,7,Circuit Gilles Villeneuve,Canada,Alonso,Ferrari,5,10,3,70,Finished
2012,7,Circuit Gilles Villeneuve,Canada,Rosberg,Mercedes,6,8,5,70,Finished
2012,7,Circuit Gilles Villeneuve,Canada,Webber,Red Bull,7,6,4,70,Finished
2012,7,Circuit Gilles Villeneuve,Canada,Räikkönen,Lotus F1,8,4,12,70,Finished
2012,7,Circuit Gilles Villeneuve,Canada,Kobayashi,Sauber,9,2,11,70,Finished
2012,7,Circuit Gilles Villeneuve,Canada,Massa,Ferrari,10,1,6,70,Finished
2012,7,Circuit Gilles Villeneuve,Canada,di Resta,Force India,11,0,8,70,Finished
2012,7,Circuit Gilles Villeneuve,Canada,Hülkenberg,Force India,12,0,13,70,Finished
2012,7,Circuit Gilles Villeneuve,Canada,Maldonado,Williams,13,0,22,70,Finished
2012,7,Circuit Gilles Villeneuve,Canada,Ricciardo,Toro Rosso,14,0,14,70,Finished
2012,7,Circuit Gilles Villeneuve,Canada,Vergne,Toro Rosso,15,0,19,69,+1 Lap
2012,7,Circuit Gilles Villeneuve,Canada,Button,McLaren,16,0,10,69,+1 Lap
2012,7,Circuit Gilles Villeneuve,Canada,Senna,Williams,17,0,16,69,+1 Lap
2012,7,Circuit Gilles Villeneuve,Canada,Kovalainen,Caterham,18,0,17,69,+1 Lap
2012,7,Circuit Gilles Villeneuve,Canada,Petrov,Caterham,19,0,18,69,+1 Lap
2012,7,Circuit Gilles Villeneuve,Canada,Pic,Marussia,20,0,23,69,+3 Laps
2012,7,Circuit Gilles Villeneuve,Canada,Glock,Marussia,21,0,21,56,Suspension
2012,7,Circuit Gilles Villeneuve,Canada,Schumacher,Mercedes,22,0,9,43,Rear wing
2012,7,Circuit Gilles Villeneuve,Canada,de la Rosa,HRT,23,0,20,24,Brakes
2012,7,Circuit Gilles Villeneuve,Canada,Karthikeyan,HRT,24,0,24,22,Suspension
2012,8,Valencia Street Circuit,Spain,Alonso,Ferrari,1,25,11,57,Finished
2012,8,Valencia Street Circuit,Spain,Räikkönen,Lotus F1,2,18,5,57,Finished
2012,8,Valencia Street Circuit,Spain,Schumacher,Mercedes,3,15,12,57,Finished
2012,8,Valencia Street Circuit,Spain,Webber,Red Bull,4,12,19,57,Finished
2012,8,Valencia Street Circuit,Spain,Hülkenberg,Force India,5,10,8,57,Finished
2012,8,Valencia Street Circuit,Spain,Rosberg,Mercedes,6,8,6,57,Finished
2012,8,Valencia Street Circuit,Spain,di Resta,Force India,7,6,10,57,Finished
2012,8,Valencia Street Circuit,Spain,Button,McLaren,8,4,9,57,Finished
2012,8,Valencia Street Circuit,Spain,Pérez,Sauber,9,2,15,57,Finished
2012,8,Valencia Street Circuit,Spain,Senna,Williams,10,1,14,57,Finished
2012,8,Valencia Street Circuit,Spain,Ricciardo,Toro Rosso,11,0,17,57,Finished
2012,8,Valencia Street Circuit,Spain,Maldonado,Williams,12,0,3,57,Finished
2012,8,Valencia Street Circuit,Spain,Petrov,Caterham,13,0,20,57,Finished
2012,8,Valencia Street Circuit,Spain,Kovalainen,Caterham,14,0,16,57,Finished
2012,8,Valencia Street Circuit,Spain,Pic,Marussia,15,0,23,57,Finished
2012,8,Valencia Street Circuit,Spain,Massa,Ferrari,16,0,13,56,+1 Lap
2012,8,Valencia Street Circuit,Spain,de la Rosa,HRT,17,0,21,56,+1 Lap
2012,8,Valencia Street Circuit,Spain,Karthikeyan,HRT,18,0,22,56,+1 Lap
2012,8,Valencia Street Circuit,Spain,Hamilton,McLaren,19,0,2,55,Collision
2012,8,Valencia Street Circuit,Spain,Grosjean,Lotus F1,20,0,4,40,Electronics
2012,8,Valencia Street Circuit,Spain,Vettel,Red Bull,21,0,1,33,Gearbox
2012,8,Valencia Street Circuit,Spain,Kobayashi,Sauber,22,0,7,33,Collision
2012,8,Valencia Street Circuit,Spain,Vergne,Toro Rosso,23,0,18,26,Collision
2012,8,Valencia Street Circuit,Spain,Glock,Marussia,24,0,0,0,Withdrew
2012,9,Silverstone Circuit,UK,Webber,Red Bull,1,25,2,52,Finished
2012,9,Silverstone Circuit,UK,Alonso,Ferrari,2,18,1,52,Finished
2012,9,Silverstone Circuit,UK,Vettel,Red Bull,3,15,4,52,Finished
2012,9,Silverstone Circuit,UK,Massa,Ferrari,4,12,5,52,Finished
2012,9,Silverstone Circuit,UK,Räikkönen,Lotus F1,5,10,6,52,Finished
2012,9,Silverstone Circuit,UK,Grosjean,Lotus F1,6,8,9,52,Finished
2012,9,Silverstone Circuit,UK,Schumacher,Mercedes,7,6,3,52,Finished
2012,9,Silverstone Circuit,UK,Hamilton,McLaren,8,4,8,52,Finished
2012,9,Silverstone Circuit,UK,Senna,Williams,9,2,13,52,Finished
2012,9,Silverstone Circuit,UK,Button,McLaren,10,1,16,52,Finished
2012,9,Silverstone Circuit,UK,Kobayashi,Sauber,11,0,17,52,Finished
2012,9,Silverstone Circuit,UK,Hülkenberg,Force India,12,0,14,52,Finished
2012,9,Silverstone Circuit,UK,Ricciardo,Toro Rosso,13,0,12,52,Finished
2012,9,Silverstone Circuit,UK,Vergne,Toro Rosso,14,0,23,52,Finished
2012,9,Silverstone Circuit,UK,Rosberg,Mercedes,15,0,11,52,Finished
2012,9,Silverstone Circuit,UK,Maldonado,Williams,16,0,7,51,+1 Lap
2012,9,Silverstone Circuit,UK,Kovalainen,Caterham,17,0,19,51,+1 Lap
2012,9,Silverstone Circuit,UK,Glock,Marussia,18,0,20,51,+1 Lap
2012,9,Silverstone Circuit,UK,Pic,Marussia,19,0,24,51,+1 Lap
2012,9,Silverstone Circuit,UK,de la Rosa,HRT,20,0,21,50,+2 Laps
2012,9,Silverstone Circuit,UK,Karthikeyan,HRT,21,0,22,50,+2 Laps
2012,9,Silverstone Circuit,UK,Pérez,Sauber,22,0,15,11,Collision
2012,9,Silverstone Circuit,UK,di Resta,Force India,23,0,10,2,Collision
2012,9,Silverstone Circuit,UK,Petrov,Caterham,24,0,18,0,Engine
2012,10,Hockenheimring,Germany,Alonso,Ferrari,1,25,1,67,Finished
2012,10,Hockenheimring,Germany,Button,McLaren,2,18,6,67,Finished
2012,10,Hockenheimring,Germany,Räikkönen,Lotus F1,3,15,10,67,Finished
2012,10,Hockenheimring,Germany,Kobayashi,Sauber,4,12,12,67,Finished
2012,10,Hockenheimring,Germany,Vettel,Red Bull,5,10,2,67,Finished
2012,10,Hockenheimring,Germany,Pérez,Sauber,6,8,17,67,Finished
2012,10,Hockenheimring,Germany,Schumacher,Mercedes,7,6,3,67,Finished
2012,10,Hockenheimring,Germany,Webber,Red Bull,8,4,8,67,Finished
2012,10,Hockenheimring,Germany,Hülkenberg,Force India,9,2,4,67,Finished
2012,10,Hockenheimring,Germany,Rosberg,Mercedes,10,1,21,67,Finished
2012,10,Hockenheimring,Germany,di Resta,Force India,11,0,9,67,Finished
2012,10,Hockenheimring,Germany,Massa,Ferrari,12,0,13,67,Finished
2012,10,Hockenheimring,Germany,Ricciardo,Toro Rosso,13,0,11,67,Finished
2012,10,Hockenheimring,Germany,Vergne,Toro Rosso,14,0,15,67,Finished
2012,10,Hockenheimring,Germany,Maldonado,Williams,15,0,5,66,+1 Lap
2012,10,Hockenheimring,Germany,Petrov,Caterham,16,0,18,66,+1 Lap
2012,10,Hockenheimring,Germany,Senna,Williams,17,0,14,66,+1 Lap
2012,10,Hockenheimring,Germany,Grosjean,Lotus F1,18,0,19,66,+1 Lap
2012,10,Hockenheimring,Germany,Kovalainen,Caterham,19,0,16,65,+2 Laps
2012,10,Hockenheimring,Germany,Pic,Marussia,20,0,20,65,+2 Laps
2012,10,Hockenheimring,Germany,de la Rosa,HRT,21,0,23,64,+3 Laps
2012,10,Hockenheimring,Germany,Glock,Marussia,22,0,22,64,+3 Laps
2012,10,Hockenheimring,Germany,Karthikeyan,HRT,23,0,24,64,+3 Laps
2012,10,Hockenheimring,Germany,Hamilton,McLaren,24,0,7,56,Puncture
2012,11,Hungaroring,Hungary,Hamilton,McLaren,1,25,1,69,Finished
2012,11,Hungaroring,Hungary,Räikkönen,Lotus F1,2,18,5,69,Finished
2012,11,Hungaroring,Hungary,Grosjean,Lotus F1,3,15,2,69,Finished
2012,11,Hungaroring,Hungary,Vettel,Red Bull,4,12,3,69,Finished
2012,11,Hungaroring,Hungary,Alonso,Ferrari,5,10,6,69,Finished
2012,11,Hungaroring,Hungary,Button,McLaren,6,8,4,69,Finished
2012,11,Hungaroring,Hungary,Senna,Williams,7,6,9,69,Finished
2012,11,Hungaroring,Hungary,Webber,Red Bull,8,4,11,69,Finished
2012,11,Hungaroring,Hungary,Massa,Ferrari,9,2,7,69,Finished
2012,11,Hungaroring,Hungary,Rosberg,Mercedes,10,1,13,69,Finished
2012,11,Hungaroring,Hungary,Hülkenberg,Force India,11,0,10,69,Finished
2012,11,Hungaroring,Hungary,di Resta,Force India,12,0,12,69,Finished
2012,11,Hungaroring,Hungary,Maldonado,Williams,13,0,8,69,Finished
2012,11,Hungaroring,Hungary,Pérez,Sauber,14,0,14,69,Finished
2012,11,Hungaroring,Hungary,Ricciardo,Toro Rosso,15,0,18,68,+1 Lap
2012,11,Hungaroring,Hungary,Vergne,Toro Rosso,16,0,16,68,+1 Lap
2012,11,Hungaroring,Hungary,Kovalainen,Caterham,17,0,19,68,+1 Lap
2012,11,Hungaroring,Hungary,Kobayashi,Sauber,18,0,15,67,+2 Laps
2012,11,Hungaroring,Hungary,Petrov,Caterham,19,0,20,67,+2 Laps
2012,11,Hungaroring,Hungary,Pic,Marussia,20,0,21,67,+2 Laps
2012,11,Hungaroring,Hungary,Glock,Marussia,21,0,22,66,+3 Laps
2012,11,Hungaroring,Hungary,de la Rosa,HRT,22,0,23,66,+3 Laps
2012,11,Hungaroring,Hungary,Karthikeyan,HRT,23,0,24,60,Suspension
2012,11,Hungaroring,Hungary,Schumacher,Mercedes,24,0,17,58,+11 Laps
2012,12,Circuit de Spa-Francorchamps,Belgium,Button,McLaren,1,25,1,44,Finished
2012,12,Circuit de Spa-Francorchamps,Belgium,Vettel,Red Bull,2,18,10,44,Finished
2012,12,Circuit de Spa-Francorchamps,Belgium,Räikkönen,Lotus F1,3,15,3,44,Finished
2012,12,Circuit de Spa-Francorchamps,Belgium,Hülkenberg,Force India,4,12,11,44,Finished
2012,12,Circuit de Spa-Francorchamps,Belgium,Massa,Ferrari,5,10,14,44,Finished
2012,12,Circuit de Spa-Francorchamps,Belgium,Webber,Red Bull,6,8,12,44,Finished
2012,12,Circuit de Spa-Francorchamps,Belgium,Schumacher,Mercedes,7,6,13,44,Finished
2012,12,Circuit de Spa-Francorchamps,Belgium,Vergne,Toro Rosso,8,4,15,44,Finished
2012,12,Circuit de Spa-Francorchamps,Belgium,Ricciardo,Toro Rosso,9,2,16,44,Finished
2012,12,Circuit de Spa-Francorchamps,Belgium,di Resta,Force India,10,1,9,44,Finished
2012,12,Circuit de Spa-Francorchamps,Belgium,Rosberg,Mercedes,11,0,23,44,Finished
2012,12,Circuit de Spa-Francorchamps,Belgium,Senna,Williams,12,0,17,44,Finished
2012,12,Circuit de Spa-Francorchamps,Belgium,Kobayashi,Sauber,13,0,2,44,Finished
2012,12,Circuit de Spa-Francorchamps,Belgium,Petrov,Caterham,14,0,19,43,+1 Lap
2012,12,Circuit de Spa-Francorchamps,Belgium,Glock,Marussia,15,0,20,43,+1 Lap
2012,12,Circuit de Spa-Francorchamps,Belgium,Pic,Marussia,16,0,22,43,+1 Lap
2012,12,Circuit de Spa-Francorchamps,Belgium,Kovalainen,Caterham,17,0,18,43,+1 Lap
2012,12,Circuit de Spa-Francorchamps,Belgium,de la Rosa,HRT,18,0,21,43,+1 Lap
2012,12,Circuit de Spa-Francorchamps,Belgium,Karthikeyan,HRT,19,0,24,29,Spun off
2012,12,Circuit de Spa-Francorchamps,Belgium,Maldonado,Williams,20,0,6,4,Collision
2012,12,Circuit de Spa-Francorchamps,Belgium,Pérez,Sauber,21,0,4,0,Collision
2012,12,Circuit de Spa-Francorchamps,Belgium,Alonso,Ferrari,22,0,5,0,Collision
2012,12,Circuit de Spa-Francorchamps,Belgium,Hamilton,McLaren,23,0,7,0,Collision
2012,12,Circuit de Spa-Francorchamps,Belgium,Grosjean,Lotus F1,24,0,8,0,Collision
2012,13,Autodromo Nazionale di Monza,Italy,Hamilton,McLaren,1,25,1,53,Finished
2012,13,Autodromo Nazionale di Monza,Italy,Pérez,Sauber,2,18,12,53,Finished
2012,13,Autodromo Nazionale di Monza,Italy,Alonso,Ferrari,3,15,10,53,Finished
2012,13,Autodromo Nazionale di Monza,Italy,Massa,Ferrari,4,12,3,53,Finished
2012,13,Autodromo Nazionale di Monza,Italy,Räikkönen,Lotus F1,5,10,7,53,Finished
2012,13,Autodromo Nazionale di Monza,Italy,Schumacher,Mercedes,6,8,4,53,Finished
2012,13,Autodromo Nazionale di Monza,Italy,Rosberg,Mercedes,7,6,6,53,Finished
2012,13,Autodromo Nazionale di Monza,Italy,di Resta,Force India,8,4,9,53,Finished
2012,13,Autodromo Nazionale di Monza,Italy,Kobayashi,Sauber,9,2,8,53,Finished
2012,13,Autodromo Nazionale di Monza,Italy,Senna,Williams,10,1,13,53,Finished
2012,13,Autodromo Nazionale di Monza,Italy,Maldonado,Williams,11,0,22,53,Finished
2012,13,Autodromo Nazionale di Monza,Italy,Ricciardo,Toro Rosso,12,0,14,53,Finished
2012,13,Autodromo Nazionale di Monza,Italy,d'Ambrosio,Lotus F1,13,0,15,53,Finished
2012,13,Autodromo Nazionale di Monza,Italy,Kovalainen,Caterham,14,0,17,52,+1 Lap
2012,13,Autodromo Nazionale di Monza,Italy,Petrov,Caterham,15,0,18,52,+1 Lap
2012,13,Autodromo Nazionale di Monza,Italy,Pic,Marussia,16,0,20,52,+1 Lap
2012,13,Autodromo Nazionale di Monza,Italy,Glock,Marussia,17,0,19,52,+1 Lap
2012,13,Autodromo Nazionale di Monza,Italy,de la Rosa,HRT,18,0,23,52,+1 Lap
2012,13,Autodromo Nazionale di Monza,Italy,Karthikeyan,HRT,19,0,21,52,+1 Lap
2012,13,Autodromo Nazionale di Monza,Italy,Webber,Red Bull,20,0,11,51,Vibrations
2012,13,Autodromo Nazionale di Monza,Italy,Hülkenberg,Force India,21,0,24,50,Brakes
2012,13,Autodromo Nazionale di Monza,Italy,Vettel,Red Bull,22,0,5,47,Alternator
2012,13,Autodromo Nazionale di Monza,Italy,Button,McLaren,23,0,2,32,Fuel pressure
2012,13,Autodromo Nazionale di Monza,Italy,Vergne,Toro Rosso,24,0,16,8,Suspension
2012,14,Marina Bay Street Circuit,Singapore,Vettel,Red Bull,1,25,3,59,Finished
2012,14,Marina Bay Street Circuit,Singapore,Button,McLaren,2,18,4,59,Finished
2012,14,Marina Bay Street Circuit,Singapore,Alonso,Ferrari,3,15,5,59,Finished
2012,14,Marina Bay Street Circuit,Singapore,di Resta,Force India,4,12,6,59,Finished
2012,14,Marina Bay Street Circuit,Singapore,Rosberg,Mercedes,5,10,10,59,Finished
2012,14,Marina Bay Street Circuit,Singapore,Räikkönen,Lotus F1,6,8,12,59,Finished
2012,14,Marina Bay Street Circuit,Singapore,Grosjean,Lotus F1,7,6,8,59,Finished
2012,14,Marina Bay Street Circuit,Singapore,Massa,Ferrari,8,4,13,59,Finished
2012,14,Marina Bay Street Circuit,Singapore,Ricciardo,Toro Rosso,9,2,15,59,Finished
2012,14,Marina Bay Street Circuit,Singapore,Pérez,Sauber,10,1,14,59,Finished
2012,14,Marina Bay Street Circuit,Singapore,Webber,Red Bull,11,0,7,59,Finished
2012,14,Marina Bay Street Circuit,Singapore,Glock,Marussia,12,0,20,59,Finished
2012,14,Marina Bay Street Circuit,Singapore,Kobayashi,Sauber,13,0,17,59,Finished
2012,14,Marina Bay Street Circuit,Singapore,Hülkenberg,Force India,14,0,11,59,Finished
2012,14,Marina Bay Street Circuit,Singapore,Kovalainen,Caterham,15,0,19,59,Finished
2012,14,Marina Bay Street Circuit,Singapore,Pic,Marussia,16,0,21,59,Finished
2012,14,Marina Bay Street Circuit,Singapore,de la Rosa,HRT,17,0,24,58,+1 Lap
2012,14,Marina Bay Street Circuit,Singapore,Senna,Williams,18,0,22,57,Retired
2012,14,Marina Bay Street Circuit,Singapore,Petrov,Caterham,19,0,18,57,+2 Laps
2012,14,Marina Bay Street Circuit,Singapore,Vergne,Toro Rosso,20,0,16,38,Collision
2012,14,Marina Bay Street Circuit,Singapore,Schumacher,Mercedes,21,0,9,38,Collision
2012,14,Marina Bay Street Circuit,Singapore,Maldonado,Williams,22,0,2,36,Hydraulics
2012,14,Marina Bay Street Circuit,Singapore,Karthikeyan,HRT,23,0,23,30,Accident
2012,14,Marina Bay Street Circuit,Singapore,Hamilton,McLaren,24,0,1,22,Gearbox
2012,15,Suzuka Circuit,Japan,Vettel,Red Bull,1,25,1,53,Finished
2012,15,Suzuka Circuit,Japan,Massa,Ferrari,2,18,10,53,Finished
2012,15,Suzuka Circuit,Japan,Kobayashi,Sauber,3,15,3,53,Finished
2012,15,Suzuka Circuit,Japan,Button,McLaren,4,12,8,53,Finished
2012,15,Suzuka Circuit,Japan,Hamilton,McLaren,5,10,9,53,Finished
2012,15,Suzuka Circuit,Japan,Räikkönen,Lotus F1,6,8,7,53,Finished
2012,15,Suzuka Circuit,Japan,Hülkenberg,Force India,7,6,15,53,Finished
2012,15,Suzuka Circuit,Japan,Maldonado,Williams,8,4,12,53,Finished
2012,15,Suzuka Circuit,Japan,Webber,Red Bull,9,2,2,53,Finished
2012,15,Suzuka Circuit,Japan,Ricciardo,Toro Rosso,10,1,14,53,Finished
2012,15,Suzuka Circuit,Japan,Schumacher,Mercedes,11,0,23,53,Finished
2012,15,Suzuka Circuit,Japan,di Resta,Force India,12,0,11,53,Finished
2012,15,Suzuka Circuit,Japan,Vergne,Toro Rosso,13,0,19,53,Finished
2012,15,Suzuka Circuit,Japan,Senna,Williams,14,0,16,53,Finished
2012,15,Suzuka Circuit,Japan,Kovalainen,Caterham,15,0,17,52,+1 Lap
2012,15,Suzuka Circuit,Japan,Glock,Marussia,16,0,18,52,+1 Lap
2012,15,Suzuka Circuit,Japan,Petrov,Caterham,17,0,22,52,+1 Lap
2012,15,Suzuka Circuit,Japan,de la Rosa,HRT,18,0,20,52,+1 Lap
2012,15,Suzuka Circuit,Japan,Grosjean,Lotus F1,19,0,4,51,+2 Laps
2012,15,Suzuka Circuit,Japan,Pic,Marussia,20,0,21,37,Engine
2012,15,Suzuka Circuit,Japan,Karthikeyan,HRT,21,0,24,32,Vibrations
2012,15,Suzuka Circuit,Japan,Pérez,Sauber,22,0,5,18,Spun off
2012,15,Suzuka Circuit,Japan,Alonso,Ferrari,23,0,6,0,Collision
2012,15,Suzuka Circuit,Japan,Rosberg,Mercedes,24,0,13,0,Collision
2012,16,Korean International Circuit,Korea,Vettel,Red Bull,1,25,2,55,Finished
2012,16,Korean International Circuit,Korea,Webber,Red Bull,2,18,1,55,Finished
2012,16,Korean International Circuit,Korea,Alonso,Ferrari,3,15,4,55,Finished
2012,16,Korean International Circuit,Korea,Massa,Ferrari,4,12,6,55,Finished
2012,16,Korean International Circuit,Korea,Räikkönen,Lotus F1,5,10,5,55,Finished
2012,16,Korean International Circuit,Korea,Hülkenberg,Force India,6,8,8,55,Finished
2012,16,Korean International Circuit,Korea,Grosjean,Lotus F1,7,6,7,55,Finished
2012,16,Korean International Circuit,Korea,Vergne,Toro Rosso,8,4,16,55,Finished
2012,16,Korean International Circuit,Korea,Ricciardo,Toro Rosso,9,2,21,55,Finished
2012,16,Korean International Circuit,Korea,Hamilton,McLaren,10,1,3,55,Finished
2012,16,Korean International Circuit,Korea,Pérez,Sauber,11,0,12,55,Finished
2012,16,Korean International Circuit,Korea,di Resta,Force India,12,0,14,55,Finished
2012,16,Korean International Circuit,Korea,Schumacher,Mercedes,13,0,10,55,Finished
2012,16,Korean International Circuit,Korea,Maldonado,Williams,14,0,15,55,Finished
2012,16,Korean International Circuit,Korea,Senna,Williams,15,0,17,55,Finished
2012,16,Korean International Circuit,Korea,Petrov,Caterham,16,0,18,54,+1 Lap
2012,16,Korean International Circuit,Korea,Kovalainen,Caterham,17,0,19,54,+1 Lap
2012,16,Korean International Circuit,Korea,Glock,Marussia,18,0,20,54,+1 Lap
2012,16,Korean International Circuit,Korea,Pic,Marussia,19,0,24,53,+2 Laps
2012,16,Korean International Circuit,Korea,Karthikeyan,HRT,20,0,23,53,+2 Laps
2012,16,Korean International Circuit,Korea,de la Rosa,HRT,21,0,22,16,Throttle
2012,16,Korean International Circuit,Korea,Kobayashi,Sauber,22,0,13,16,Collision damage
2012,16,Korean International Circuit,Korea,Rosberg,Mercedes,23,0,9,1,Collision
2012,16,Korean International Circuit,Korea,Button,McLaren,24,0,11,0,Collision
2012,17,Buddh International Circuit,India,Vettel,Red Bull,1,25,1,60,Finished
2012,17,Buddh International Circuit,India,Alonso,Ferrari,2,18,5,60,Finished
2012,17,Buddh International Circuit,India,Webber,Red Bull,3,15,2,60,Finished
2012,17,Buddh International Circuit,India,Hamilton,McLaren,4,12,3,60,Finished
2012,17,Buddh International Circuit,India,Button,McLaren,5,10,4,60,Finished
2012,17,Buddh International Circuit,India,Massa,Ferrari,6,8,6,60,Finished
2012,17,Buddh International Circuit,India,Räikkönen,Lotus F1,7,6,7,60,Finished
2012,17,Buddh International Circuit,India,Hülkenberg,Force India,8,4,12,60,Finished
2012,17,Buddh International Circuit,India,Grosjean,Lotus F1,9,2,11,60,Finished
2012,17,Buddh International Circuit,India,Senna,Williams,10,1,13,60,Finished
2012,17,Buddh International Circuit,India,Rosberg,Mercedes,11,0,10,60,Finished
2012,17,Buddh International Circuit,India,di Resta,Force India,12,0,16,60,Finished
2012,17,Buddh International Circuit,India,Ricciardo,Toro Rosso,13,0,15,60,Finished
2012,17,Buddh International Circuit,India,Kobayashi,Sauber,14,0,17,60,Finished
2012,17,Buddh International Circuit,India,Vergne,Toro Rosso,15,0,18,59,+1 Lap
2012,17,Buddh International Circuit,India,Maldonado,Williams,16,0,9,59,+1 Lap
2012,17,Buddh International Circuit,India,Petrov,Caterham,17,0,19,59,+1 Lap
2012,17,Buddh International Circuit,India,Kovalainen,Caterham,18,0,20,59,+1 Lap
2012,17,Buddh International Circuit,India,Pic,Marussia,19,0,24,59,+1 Lap
2012,17,Buddh International Circuit,India,Glock,Marussia,20,0,21,58,+2 Laps
2012,17,Buddh International Circuit,India,Karthikeyan,HRT,21,0,23,58,+2 Laps
2012,17,Buddh International Circuit,India,Schumacher,Mercedes,22,0,14,55,Retired
2012,17,Buddh International Circuit,India,de la Rosa,HRT,23,0,22,43,Accident
2012,17,Buddh International Circuit,India,Pérez,Sauber,24,0,8,21,Accident
2012,18,Yas Marina Circuit,UAE,Räikkönen,Lotus F1,1,25,4,55,Finished
2012,18,Yas Marina Circuit,UAE,Alonso,Ferrari,2,18,6,55,Finished
2012,18,Yas Marina Circuit,UAE,Vettel,Red Bull,3,15,24,55,Finished
2012,18,Yas Marina Circuit,UAE,Button,McLaren,4,12,5,55,Finished
2012,18,Yas Marina Circuit,UAE,Maldonado,Williams,5,10,3,55,Finished
2012,18,Yas Marina Circuit,UAE,Kobayashi,Sauber,6,8,15,55,Finished
2012,18,Yas Marina Circuit,UAE,Massa,Ferrari,7,6,8,55,Finished
2012,18,Yas Marina Circuit,UAE,Senna,Williams,8,4,14,55,Finished
2012,18,Yas Marina Circuit,UAE,di Resta,Force India,9,2,12,55,Finished
2012,18,Yas Marina Circuit,UAE,Ricciardo,Toro Rosso,10,1,16,55,Finished
2012,18,Yas Marina Circuit,UAE,Schumacher,Mercedes,11,0,13,55,Finished
2012,18,Yas Marina Circuit,UAE,Vergne,Toro Rosso,12,0,17,55,Finished
2012,18,Yas Marina Circuit,UAE,Kovalainen,Caterham,13,0,18,55,Finished
2012,18,Yas Marina Circuit,UAE,Glock,Marussia,14,0,21,55,Finished
2012,18,Yas Marina Circuit,UAE,Pérez,Sauber,15,0,11,55,Finished
2012,18,Yas Marina Circuit,UAE,Petrov,Caterham,16,0,20,55,Finished
2012,18,Yas Marina Circuit,UAE,de la Rosa,HRT,17,0,22,55,Finished
2012,18,Yas Marina Circuit,UAE,Pic,Marussia,18,0,19,41,Retired
2012,18,Yas Marina Circuit,UAE,Grosjean,Lotus F1,19,0,9,37,Collision
2012,18,Yas Marina Circuit,UAE,Webber,Red Bull,20,0,2,37,Collision
2012,18,Yas Marina Circuit,UAE,Hamilton,McLaren,21,0,1,19,Electrical
2012,18,Yas Marina Circuit,UAE,Karthikeyan,HRT,22,0,23,7,Collision
2012,18,Yas Marina Circuit,UAE,Rosberg,Mercedes,23,0,7,7,Collision
2012,18,Yas Marina Circuit,UAE,Hülkenberg,Force India,24,0,10,0,Collision
2012,19,Circuit of the Americas,USA,Hamilton,McLaren,1,25,2,56,Finished
2012,19,Circuit of the Americas,USA,Vettel,Red Bull,2,18,1,56,Finished
2012,19,Circuit of the Americas,USA,Alonso,Ferrari,3,15,7,56,Finished
